tray_id,id,germ_day,cross,class,day_4,day_17,height_122,rgr
13_74,119_4,3,LON.1.10.2xCAL2.5.4,F1,2.655,55.9,9.5,0.234393825
13_75,119_5,9,LON.1.10.2xCAL2.5.4,F1,NA,2.3,18,NA
13_77,118_1,3,LON.1.10.2xCAL2.5.4,F1,2.55,65.1,13.5,0.249217784
13_78,118_2,3,LON.1.10.2xCAL2.5.4,F1,2.026,75.8,12.5,0.278618068
13_79,118_3,5,LON.1.10.2xCAL2.5.4,F1,NA,44.5,17.5,NA
13_80,118_4,3,LON.1.10.2xCAL2.5.4,F1,2.247,60.8,11.5,0.25369183
14_1,140_1,3,LON.1.7.1xLON.1.10.2,LON,1.568,37.6,11.3,0.244400241
14_2,140_2,3,LON.1.7.1xLON.1.10.2,LON,NA,39.3,12.4,NA
14_3,140_3,3,LON.1.7.1xLON.1.10.2,LON,1.551,61.6,12.4,0.28321246
14_4,140_4,7,LON.1.7.1xLON.1.10.2,LON,NA,24.2,14.8,NA
14_5,140_5,3,LON.1.7.1xLON.1.10.2,LON,2.041,51,12.7,0.247568135
14_6,140_6,3,LON.1.7.1xLON.1.10.2,LON,2.468,69.5,14.3,0.256762973
14_7,139_1,3,LON.1.7.1xLON.1.10.2,LON,1.233,40,9,0.267648402
14_8,139_2,4,LON.1.7.1xLON.1.10.2,LON,2.381,63.7,8.5,0.252820307
14_9,139_3,3,LON.1.7.1xLON.1.10.2,LON,NA,16.2,11.5,NA
14_11,139_4,5,LON.1.7.1xLON.1.10.2,LON,NA,50.6,9.5,NA
14_13,139_5,3,LON.1.7.1xLON.1.10.2,LON,1.841,33.9,10,0.224085086
14_14,139_6,3,LON.1.7.1xLON.1.10.2,LON,2.775,55.5,10,0.230440944
14_15,138_1,4,LON.1.7.1xLON.1.10.2,LON,1.609,54.8,16,0.271390564
14_16,138_2,3,LON.1.7.1xLON.1.10.2,LON,NA,NA,NA,NA
14_17,138_3,3,LON.1.7.1xLON.1.10.2,LON,2.023,24.7,23.5,0.192478591
14_18,138_4,4,LON.1.7.1xLON.1.10.2,LON,1.32,36.8,14.5,0.255989701
14_19,138_5,9,LON.1.7.1xLON.1.10.2,LON,NA,2.6,16.5,NA
14_21,138_6,3,LON.1.7.1xLON.1.10.2,LON,2.263,43,19,0.226500673
14_23,137_1,3,LON.1.7.1xLON.1.10.2,LON,2.497,55.5,8,0.238561001
14_24,137_2,4,LON.1.7.1xLON.1.10.2,LON,NA,28.5,8,NA
14_25,137_3,3,LON.1.7.1xLON.1.10.2,LON,1.338,27.7,11,0.23309665
14_26,137_4,3,LON.1.7.1xLON.1.10.2,LON,1.171,27.1,12.5,0.241667357
14_27,137_5,3,LON.1.7.1xLON.1.10.2,LON,1.925,37.1,9.5,0.227591616
14_29,137_6,3,LON.1.7.1xLON.1.10.2,LON,1.526,26.2,12,0.218700729
14_30,136_1,3,LON.1.7.1xLON.1.10.2,LON,1.851,32.5,15,0.220424158
14_31,136_2,3,LON.1.7.1xLON.1.10.2,LON,1.388,33.7,15,0.24535646
14_32,136_3,4,LON.1.7.1xLON.1.10.2,LON,1.854,43.3,NA,0.242369782
14_33,136_4,6,LON.1.7.1xLON.1.10.2,LON,NA,12,11,NA
14_35,136_5,9,LON.1.7.1xLON.1.10.2,LON,NA,7,NA,NA
14_36,135_1,3,LON.1.7.1xLON.1.10.2,LON,NA,49.6,20,NA
14_38,135_2,3,LON.1.7.1xLON.1.10.2,LON,1.41,22.3,15.5,0.212384383
14_39,135_3,3,LON.1.7.1xLON.1.10.2,LON,1.767,35.4,19,0.230571433
14_40,135_4,3,LON.1.7.1xLON.1.10.2,LON,1.467,54.7,18,0.278357247
14_41,134_1,3,CAL.2.5.4xLON.1.10.2,F1,2.036,32.1,13,0.212143764
14_42,134_2,3,CAL.2.5.4xLON.1.10.2,F1,1.541,37.9,15.5,0.246347658
14_43,134_3,3,CAL.2.5.4xLON.1.10.2,F1,3.731,72.7,12,0.228435776
14_45,134_4,3,CAL.2.5.4xLON.1.10.2,F1,2.43,47.9,12,0.229324942
14_46,134_5,3,CAL.2.5.4xLON.1.10.2,F1,1.402,24.8,13.5,0.220995682
14_47,134_6,3,CAL.2.5.4xLON.1.10.2,F1,1.812,36.8,14,0.231620511
14_50,133_1,3,CAL.2.5.4xLON.1.10.2,F1,2.468,40.1,14,0.214459094
14_51,133_2,3,CAL.2.5.4xLON.1.10.2,F1,1.841,61,12.5,0.269274228
14_52,133_3,3,CAL.2.5.4xLON.1.10.2,F1,1.839,47.8,11.5,0.250600284
14_54,133_4,3,CAL.2.5.4xLON.1.10.2,F1,2.102,42.1,13.5,0.230550651
14_55,133_5,3,CAL.2.5.4xLON.1.10.2,F1,1.847,48.1,14,0.250747652
14_56,133_6,3,CAL.2.5.4xLON.1.10.2,F1,1.913,52.2,17,0.254339216
14_57,132_1,3,CAL.2.5.4xLON.1.10.2,F1,1.945,31.3,13,0.213719702
14_59,132_2,11,CAL.2.5.4xLON.1.10.2,F1,NA,5.1,10,NA
14_60,132_3,4,CAL.2.5.4xLON.1.10.2,F1,NA,7.3,16.5,NA
14_61,132_4,3,CAL.2.5.4xLON.1.10.2,F1,1.425,21.9,15,0.210178063
14_62,132_5,3,CAL.2.5.4xLON.1.10.2,F1,2.005,33,15,0.215451039
14_63,132_6,5,CAL.2.5.4xLON.1.10.2,F1,NA,21.1,16.5,NA
14_64,131_1,3,CAL.2.5.4xLON.1.10.2,F1,1.565,NA,15,NA
14_65,131_2,4,CAL.2.5.4xLON.1.10.2,F1,NA,43.3,16.5,NA
14_66,131_3,3,CAL.2.5.4xLON.1.10.2,F1,1.597,4.5,10,0.079688502
14_67,131_4,6,CAL.2.5.4xLON.1.10.2,F1,NA,44.8,12.5,NA
14_68,131_5,3,CAL.2.5.4xLON.1.10.2,F1,1.752,17.9,14,0.178772517
14_69,131_6,3,CAL.2.5.4xLON.1.10.2,F1,2.004,57.2,15.5,0.25780067
14_70,130_1,3,CAL.2.5.4xLON.1.10.2,F1,1.896,39.6,10.5,0.233775593
14_71,130_2,9,CAL.2.5.4xLON.1.10.2,F1,NA,11.2,13.5,NA
14_72,130_3,5,CAL.2.5.4xLON.1.10.2,F1,NA,2.3,NA,NA
14_73,130_4,3,CAL.2.5.4xLON.1.10.2,F1,1.758,38.9,12,0.238216727
14_74,130_5,5,CAL.2.5.4xLON.1.10.2,F1,NA,19.7,10.5,NA
14_77,129_1,3,CAL.2.5.4xLON.1.10.2,F1,1.517,25.4,10.5,0.216770344
14_78,129_2,3,CAL.2.5.4xLON.1.10.2,F1,2.685,59.1,11.5,0.237811554
14_79,129_3,3,CAL.2.5.4xLON.1.10.2,F1,1.819,62.6,13,0.272190645
14_80,129_4,5,CAL.2.5.4xLON.1.10.2,F1,NA,30.1,NA,NA
